First,First_Type_1,First_Type_2,First_HP,First_Attack,First_Defense,First_Sp_Atk,First_Sp_Def,First_Speed,First_Legendary,Second,Second_Type_1,Second_Type_2,Second_HP,Second_Attack,Second_Defense,Second_Sp_Atk,Second_Sp_Def,Second_Speed,Second_Legendary
71,5.0,12.0,55,50,45,135,95,120,0.0,503,12.0,12.0,70,90,110,60,75,95,0.0
306,0.0,10.0,68,65,65,125,115,80,0.0,452,0.0,7.0,40,30,35,50,70,55,0.0
675,12.0,7.0,55,70,40,60,40,40,0.0,735,16.0,8.0,80,52,50,90,50,89,0.0
58,17.0,12.0,40,45,35,40,40,90,0.0,764,8.0,9.0,71,73,88,120,89,59,0.0
392,17.0,12.0,65,50,70,95,80,65,0.0,405,15.0,12.0,100,90,130,45,65,55,1.0
657,2.0,12.0,50,47,50,57,50,65,0.0,527,14.0,12.0,68,125,65,65,115,80,1.0
221,0.0,17.0,75,90,140,60,60,40,0.0,140,3.0,12.0,20,10,55,15,20,80,0.0
557,1.0,12.0,75,75,95,75,95,113,0.0,692,2.0,6.0,110,65,105,55,95,80,1.0
202,17.0,10.0,90,75,75,90,100,70,0.0,13,0.0,12.0,79,103,120,135,115,78,0.0
174,0.0,7.0,65,80,80,59,63,58,0.0,350,10.0,12.0,70,140,70,110,65,105,0.0
132,0.0,7.0,40,45,65,100,120,90,0.0,360,15.0,15.0,45,100,45,45,45,10,0.0
389,11.0,18.0,20,40,90,30,90,25,0.0,229,6.0,16.0,70,130,100,55,80,65,0.0
584,17.0,10.0,55,75,85,25,25,15,0.0,2,9.0,14.0,60,62,63,80,80,60,0.0
54,10.0,12.0,60,55,50,40,55,45,0.0,472,13.0,1.0,75,100,66,60,66,115,0.0
650,3.0,12.0,50,75,45,40,45,60,0.0,609,14.0,7.0,45,35,50,70,50,30,0.0
268,6.0,12.0,100,134,110,95,100,61,0.0,467,8.0,12.0,85,105,55,85,50,115,0.0
606,0.0,16.0,60,100,89,55,69,112,0.0,100,14.0,12.0,30,35,30,100,35,80,0.0
109,5.0,12.0,40,30,50,55,55,100,0.0,602,6.0,12.0,55,63,90,50,80,42,0.0
422,9.0,12.0,100,100,90,150,140,90,0.0,282,0.0,7.0,70,85,70,60,70,50,0.0
640,17.0,8.0,65,40,50,125,60,30,0.0,93,17.0,11.0,60,110,70,60,60,100,0.0
213,0.0,17.0,95,65,110,60,130,65,0.0,710,17.0,12.0,89,145,90,105,80,91,0.0
343,6.0,10.0,65,73,55,47,75,85,0.0,621,12.0,12.0,50,75,70,35,70,48,0.0
541,12.0,12.0,100,120,120,150,100,90,1.0,36,13.0,12.0,70,62,67,55,55,56,0.0
57,17.0,12.0,35,80,50,50,70,120,0.0,480,2.0,10.0,49,55,42,42,37,85,0.0
253,12.0,12.0,85,80,90,105,95,60,0.0,620,12.0,12.0,70,95,125,65,75,45,0.0
535,14.0,12.0,50,65,107,105,107,86,0.0,384,1.0,12.0,70,70,70,70,70,70,0.0
534,8.0,2.0,50,65,107,105,107,86,1.0,454,3.0,12.0,67,125,40,30,30,58,0.0
722,6.0,13.0,40,45,40,62,60,60,0.0,7,6.0,7.0,78,84,78,109,85,100,0.0
466,12.0,5.0,55,65,35,60,30,85,0.0,637,0.0,17.0,60,45,70,75,85,55,0.0
608,1.0,5.0,60,67,85,77,75,116,0.0,308,0.0,8.0,40,30,32,50,52,65,0.0
791,,,40,30,35,45,40,55,,777,4.0,12.0,90,100,70,110,150,80,1.0
383,1.0,12.0,95,60,79,100,125,81,0.0,207,17.0,15.0,30,30,30,30,30,30,0.0
134,17.0,12.0,65,50,35,115,95,95,0.0,315,12.0,12.0,31,45,90,30,30,40,0.0
507,6.0,12.0,49,49,56,49,61,66,0.0,234,17.0,12.0,55,95,55,35,75,115,0.0
705,9.0,12.0,79,115,70,125,80,111,0.0,667,5.0,12.0,55,55,55,85,55,30,0.0
460,17.0,10.0,60,79,105,59,85,36,0.0,354,9.0,1.0,70,100,70,105,75,40,0.0
704,9.0,12.0,79,100,80,110,90,121,0.0,311,12.0,12.0,60,130,80,60,60,70,0.0
471,13.0,1.0,111,83,68,92,82,39,0.0,685,16.0,5.0,89,124,80,55,80,55,1.0
750,3.0,13.0,59,110,150,45,49,35,0.0,35,13.0,10.0,55,47,52,40,40,41,0.0
132,0.0,7.0,40,45,65,100,120,90,0.0,20,12.0,7.0,65,150,40,15,80,145,0.0
506,3.0,12.0,74,100,72,90,72,46,0.0,426,6.0,5.0,105,150,90,150,90,95,0.0
308,0.0,8.0,40,30,32,50,52,65,0.0,683,0.0,6.0,77,120,90,60,90,48,0.0
37,13.0,12.0,90,92,87,75,85,76,0.0,789,,,55,69,85,32,35,28,
498,9.0,11.0,70,110,70,115,70,90,0.0,62,6.0,12.0,40,80,35,35,45,70,0.0
519,11.0,8.0,75,95,67,125,95,83,0.0,514,12.0,12.0,70,70,115,130,90,60,0.0
664,0.0,12.0,35,55,40,45,40,60,0.0,710,17.0,12.0,89,145,90,105,80,91,0.0
52,0.0,14.0,35,70,55,45,55,25,0.0,86,12.0,7.0,90,65,65,40,40,15,0.0
31,3.0,12.0,35,55,40,50,50,90,0.0,602,6.0,12.0,55,63,90,50,80,42,0.0
714,12.0,10.0,91,72,90,129,90,108,0.0,182,4.0,12.0,40,60,40,40,40,30,0.0
459,17.0,12.0,60,59,85,79,105,36,0.0,611,8.0,12.0,70,92,65,80,55,98,0.0
41,6.0,12.0,70,45,48,60,65,35,0.0,446,15.0,17.0,79,85,60,55,60,71,0.0
649,3.0,12.0,55,75,60,75,60,103,0.0,498,9.0,11.0,70,110,70,115,70,90,0.0
712,17.0,1.0,125,170,100,120,90,95,0.0,106,9.0,15.0,85,73,70,73,115,67,0.0
381,9.0,7.0,75,125,100,70,80,45,0.0,370,15.0,0.0,70,55,65,95,85,70,0.0
541,12.0,12.0,100,120,120,150,100,90,1.0,227,12.0,12.0,90,120,75,60,60,45,0.0
323,16.0,16.0,50,20,40,20,40,20,0.0,617,13.0,12.0,105,30,105,140,105,55,0.0
718,0.0,12.0,71,120,95,120,95,99,0.0,102,17.0,12.0,60,65,60,130,75,110,0.0
555,12.0,12.0,45,45,55,45,55,63,0.0,690,3.0,7.0,100,123,75,57,75,80,1.0
352,10.0,2.0,170,90,45,90,45,60,0.0,4,9.0,14.0,80,100,123,122,120,80,0.0
788,,,85,100,122,58,75,54,,170,12.0,12.0,39,52,43,60,50,65,0.0
486,5.0,17.0,67,89,116,79,116,33,0.0,631,11.0,12.0,80,95,82,60,82,75,0.0
388,11.0,12.0,64,165,75,93,83,75,0.0,245,12.0,12.0,65,40,70,80,140,70,0.0
281,0.0,12.0,50,70,50,50,50,40,0.0,410,2.0,15.0,95,145,130,120,90,120,1.0
462,8.0,7.0,70,94,50,94,50,66,0.0,447,0.0,12.0,37,25,41,25,41,25,0.0
601,10.0,1.0,45,53,70,40,60,42,0.0,656,8.0,6.0,165,75,80,40,45,65,0.0
204,14.0,12.0,55,45,50,45,65,80,0.0,705,9.0,12.0,79,115,70,125,80,111,0.0
612,17.0,16.0,50,72,35,35,35,65,0.0,72,9.0,14.0,55,50,65,175,95,150,0.0
486,5.0,17.0,67,89,116,79,116,33,0.0,140,3.0,12.0,20,10,55,15,20,80,0.0
745,15.0,18.0,75,80,60,65,90,102,0.0,196,9.0,7.0,90,75,85,115,90,55,0.0
525,3.0,9.0,110,130,80,70,60,80,0.0,465,12.0,12.0,60,45,70,45,90,95,0.0
295,14.0,4.0,60,50,50,60,70,50,0.0,193,15.0,12.0,65,75,70,95,70,95,0.0
391,11.0,18.0,99,68,83,72,87,51,0.0,318,1.0,8.0,64,51,23,51,23,28,0.0
416,2.0,7.0,80,50,100,100,200,50,1.0,206,1.0,7.0,55,70,55,40,55,85,0.0
643,0.0,3.0,75,87,63,87,63,98,0.0,719,0.0,12.0,56,61,65,48,45,38,0.0
685,16.0,5.0,89,124,80,55,80,55,1.0,431,12.0,7.0,50,70,160,70,160,90,0.0
112,13.0,12.0,95,95,85,125,65,55,0.0,80,6.0,12.0,80,70,65,80,120,100,0.0
428,17.0,12.0,100,100,100,100,100,100,0.0,614,15.0,7.0,95,117,80,65,70,92,0.0
708,6.0,12.0,100,150,120,120,100,90,0.0,282,0.0,7.0,70,85,70,60,70,50,0.0
125,17.0,15.0,105,125,100,60,100,100,0.0,641,17.0,12.0,110,65,75,125,85,30,0.0
767,8.0,9.0,58,89,77,45,45,48,0.0,661,11.0,12.0,40,55,70,45,60,30,0.0
416,2.0,7.0,80,50,100,100,200,50,1.0,184,14.0,7.0,85,90,80,70,80,130,0.0
508,4.0,7.0,69,69,76,69,86,91,0.0,187,3.0,12.0,20,40,15,35,35,60,0.0
398,2.0,12.0,80,120,80,120,80,100,0.0,516,14.0,5.0,115,140,130,55,55,40,0.0
387,11.0,12.0,64,115,65,83,63,65,0.0,714,12.0,10.0,91,72,90,129,90,108,0.0
608,1.0,5.0,60,67,85,77,75,116,0.0,619,1.0,12.0,50,65,85,35,35,55,0.0
667,5.0,12.0,55,55,55,85,55,30,0.0,239,1.0,6.0,50,50,40,30,30,50,0.0
751,3.0,13.0,60,150,50,150,50,60,0.0,757,5.0,7.0,53,54,53,37,46,45,0.0
693,2.0,3.0,85,97,66,105,66,65,1.0,123,17.0,12.0,65,55,115,100,40,60,0.0
658,2.0,12.0,70,77,60,97,60,108,0.0,391,11.0,18.0,99,68,83,72,87,51,0.0
332,3.0,12.0,60,90,140,50,50,40,0.0,746,13.0,18.0,62,48,54,63,60,68,0.0
52,0.0,14.0,35,70,55,45,55,25,0.0,792,,,85,70,80,97,80,123,
710,17.0,12.0,89,145,90,105,80,91,0.0,701,12.0,15.0,91,129,90,72,90,108,0.0
403,16.0,15.0,55,104,105,94,75,52,0.0,451,0.0,7.0,80,120,79,95,79,70,0.0
573,15.0,12.0,50,53,48,53,48,64,0.0,457,9.0,12.0,60,52,168,47,138,30,0.0
660,11.0,12.0,74,94,131,54,116,20,0.0,401,16.0,15.0,110,80,90,95,90,65,0.0
40,4.0,12.0,81,102,77,85,75,85,0.0,25,12.0,12.0,30,56,35,25,35,72,0.0
143,15.0,18.0,130,85,80,85,95,60,0.0,553,12.0,12.0,120,120,120,120,120,120,0.0
728,5.0,12.0,38,36,38,32,36,57,0.0,35,13.0,10.0,55,47,52,40,40,41,0.0
240,1.0,6.0,100,100,80,60,60,50,0.0,8,6.0,2.0,78,130,111,130,85,100,0.0
619,1.0,12.0,50,65,85,35,35,55,0.0,89,17.0,11.0,25,35,70,95,55,45,0.0
645,9.0,17.0,51,65,65,80,75,59,0.0,101,17.0,12.0,45,50,45,115,55,95,0.0
415,2.0,7.0,80,100,200,50,100,50,1.0,205,1.0,12.0,75,55,70,55,95,110,0.0
547,6.0,5.0,120,70,120,75,130,85,0.0,517,15.0,17.0,100,100,125,110,50,50,0.0
330,3.0,12.0,50,105,125,55,95,50,0.0,478,12.0,7.0,60,60,60,105,105,105,0.0
597,9.0,12.0,75,65,55,65,55,69,0.0,44,13.0,7.0,73,76,75,81,100,100,0.0
82,17.0,15.0,55,95,115,45,45,35,0.0,187,3.0,12.0,20,40,15,35,35,60,0.0
526,14.0,12.0,85,80,70,135,75,90,1.0,520,3.0,8.0,85,50,95,120,115,80,0.0
310,12.0,12.0,60,40,60,40,60,35,0.0,68,14.0,12.0,90,95,95,70,90,70,0.0
122,17.0,12.0,250,5,5,35,105,50,0.0,359,13.0,12.0,60,60,60,60,60,60,0.0
86,12.0,7.0,90,65,65,40,40,15,0.0,235,11.0,7.0,60,80,50,50,50,40,0.0
613,17.0,16.0,60,82,45,45,45,74,0.0,711,17.0,12.0,125,130,90,130,90,95,0.0
450,0.0,17.0,60,85,49,60,49,60,0.0,691,3.0,7.0,70,55,75,45,65,60,1.0
381,9.0,7.0,75,125,100,70,80,45,0.0,217,16.0,10.0,48,72,48,72,48,48,0.0
146,15.0,18.0,130,65,60,110,95,65,0.0,605,0.0,16.0,40,55,99,40,79,47,0.0
707,6.0,12.0,100,120,100,150,120,90,0.0,571,15.0,12.0,50,53,48,53,48,64,0.0
185,14.0,7.0,75,38,38,56,56,67,0.0,53,10.0,12.0,60,95,80,60,80,30,0.0
370,15.0,0.0,70,55,65,95,85,70,0.0,228,6.0,12.0,65,95,75,55,55,85,0.0
411,17.0,12.0,40,55,80,35,60,30,1.0,687,9.0,5.0,65,125,100,60,70,70,1.0
6,6.0,12.0,58,64,58,80,65,80,0.0,47,9.0,14.0,40,45,35,30,40,55,0.0
233,17.0,12.0,80,185,115,40,105,75,0.0,572,15.0,12.0,75,98,63,98,63,101,0.0
683,0.0,6.0,77,120,90,60,90,48,0.0,412,17.0,12.0,60,75,100,55,80,50,1.0
768,8.0,9.0,82,121,119,69,59,71,0.0,597,9.0,12.0,75,65,55,65,55,69,0.0
221,0.0,17.0,75,90,140,60,60,40,0.0,177,17.0,3.0,85,76,64,45,55,90,0.0
760,2.0,12.0,72,105,115,54,86,68,0.0,224,0.0,5.0,75,85,200,55,65,30,0.0
581,5.0,12.0,80,115,80,65,55,93,0.0,287,17.0,9.0,38,30,41,30,41,60,0.0
445,15.0,17.0,59,45,40,35,40,31,0.0,441,9.0,14.0,84,86,88,111,101,60,0.0
166,17.0,12.0,100,100,100,100,100,100,0.0,93,17.0,11.0,60,110,70,60,60,100,0.0
693,2.0,3.0,85,97,66,105,66,65,1.0,764,8.0,9.0,71,73,88,120,89,59,0.0
431,12.0,7.0,50,70,160,70,160,90,0.0,57,17.0,12.0,35,80,50,50,70,120,0.0
593,0.0,14.0,75,80,55,25,35,35,0.0,583,17.0,12.0,75,100,63,80,63,116,0.0
186,3.0,12.0,125,58,58,76,76,67,0.0,135,17.0,7.0,65,83,57,95,85,105,0.0
549,17.0,12.0,100,100,100,100,100,100,0.0,390,11.0,18.0,40,70,130,60,130,25,0.0
392,17.0,12.0,65,50,70,95,80,65,0.0,125,17.0,15.0,105,125,100,60,100,100,0.0
769,8.0,9.0,77,59,50,67,63,46,0.0,788,,,85,100,122,58,75,54,
162,9.0,12.0,91,134,95,100,100,80,0.0,164,6.0,12.0,106,190,100,154,100,130,0.0
148,15.0,7.0,65,130,60,95,110,65,0.0,169,12.0,12.0,80,82,100,83,100,80,0.0
580,5.0,12.0,62,77,62,50,42,65,0.0,375,12.0,12.0,63,120,85,90,55,55,0.0
758,3.0,4.0,86,92,88,68,75,73,0.0,502,3.0,17.0,40,50,90,30,55,65,0.0
763,16.0,4.0,50,53,62,58,63,44,0.0,684,0.0,6.0,59,74,50,35,50,35,0.0
406,11.0,12.0,43,30,55,40,65,97,1.0,219,4.0,12.0,70,80,65,90,65,85,0.0
375,12.0,12.0,63,120,85,90,55,55,0.0,56,12.0,12.0,10,55,25,35,45,95,0.0
644,9.0,17.0,36,50,50,65,60,44,0.0,697,2.0,11.0,92,105,90,125,90,98,1.0
223,0.0,16.0,65,75,105,35,65,85,0.0,510,9.0,12.0,60,62,50,62,60,40,0.0
790,,,95,117,184,44,46,28,,768,8.0,9.0,82,121,119,69,59,71,0.0
537,17.0,12.0,50,65,107,105,107,86,0.0,338,17.0,1.0,40,45,40,65,40,65,0.0
323,16.0,16.0,50,20,40,20,40,20,0.0,721,6.0,13.0,88,107,122,74,75,64,0.0
553,12.0,12.0,120,120,120,120,120,120,0.0,344,6.0,10.0,65,47,55,73,75,85,0.0
155,2.0,7.0,80,135,85,70,95,150,0.0,412,17.0,12.0,60,75,100,55,80,50,1.0
264,9.0,12.0,115,115,85,90,75,100,0.0,597,9.0,12.0,75,65,55,65,55,69,0.0
435,12.0,18.0,95,109,105,75,85,56,0.0,409,2.0,15.0,95,135,80,110,80,100,1.0
209,14.0,12.0,65,65,45,75,45,95,0.0,180,4.0,12.0,40,20,30,40,80,55,0.0
80,6.0,12.0,80,70,65,80,120,100,0.0,118,12.0,12.0,40,65,95,60,45,35,0.0
342,17.0,12.0,60,40,50,75,85,95,0.0,20,12.0,7.0,65,150,40,15,80,145,0.0
748,17.0,12.0,74,48,76,83,81,104,0.0,791,,,40,30,35,45,40,55,
60,5.0,12.0,50,52,48,65,50,55,0.0,459,17.0,12.0,60,59,85,79,105,36,0.0
86,12.0,7.0,90,65,65,40,40,15,0.0,736,16.0,8.0,62,50,58,73,54,72,0.0
88,17.0,12.0,95,75,180,130,80,30,0.0,622,14.0,12.0,65,90,115,45,115,58,0.0
80,6.0,12.0,80,70,65,80,120,100,0.0,625,14.0,12.0,58,50,145,95,105,30,0.0
176,13.0,7.0,35,46,34,35,45,20,0.0,647,16.0,12.0,60,60,50,40,50,75,0.0
13,0.0,12.0,79,103,120,135,115,78,0.0,253,12.0,12.0,85,80,90,105,95,60,0.0
357,2.0,4.0,60,25,35,70,80,60,0.0,562,17.0,12.0,75,75,60,83,60,60,0.0
757,5.0,7.0,53,54,53,37,46,45,0.0,199,9.0,12.0,70,20,50,20,50,40,0.0
426,6.0,5.0,105,150,90,150,90,95,0.0,560,6.0,12.0,110,123,65,100,65,65,0.0
410,2.0,15.0,95,145,130,120,90,120,1.0,226,1.0,11.0,60,80,50,40,40,30,0.0
649,3.0,12.0,55,75,60,75,60,103,0.0,573,15.0,12.0,50,53,48,53,48,64,0.0
21,12.0,7.0,40,45,40,35,35,56,0.0,620,12.0,12.0,70,95,125,65,75,45,0.0
768,8.0,9.0,82,121,119,69,59,71,0.0,148,15.0,7.0,65,130,60,95,110,65,0.0
38,13.0,10.0,46,57,40,40,40,50,0.0,113,13.0,12.0,50,50,95,40,50,35,0.0
764,8.0,9.0,71,73,88,120,89,59,0.0,74,17.0,14.0,80,100,70,50,60,45,0.0
507,6.0,12.0,49,49,56,49,61,66,0.0,730,12.0,12.0,45,50,43,40,38,62,0.0
238,1.0,6.0,50,50,120,80,80,30,0.0,84,3.0,17.0,50,85,55,65,65,90,0.0
692,2.0,6.0,110,65,105,55,95,80,1.0,485,5.0,12.0,57,24,86,24,86,23,0.0
639,9.0,14.0,45,30,40,105,50,20,0.0,291,12.0,7.0,60,70,50,100,50,65,0.0
473,16.0,15.0,90,50,34,60,44,70,0.0,771,8.0,9.0,95,65,65,110,130,60,0.0
99,14.0,12.0,50,95,180,85,45,70,0.0,639,9.0,14.0,45,30,40,105,50,20,0.0
594,9.0,4.0,85,105,85,40,50,40,0.0,714,12.0,10.0,91,72,90,129,90,108,0.0
538,1.0,12.0,75,75,130,75,130,95,1.0,82,17.0,15.0,55,95,115,45,45,35,0.0
185,14.0,7.0,75,38,38,56,56,67,0.0,765,8.0,9.0,44,38,33,61,43,70,0.0
171,12.0,7.0,58,64,58,80,65,80,0.0,679,0.0,17.0,80,70,40,100,60,145,0.0
611,8.0,12.0,70,92,65,80,55,98,0.0,266,9.0,12.0,50,64,50,45,50,41,0.0
522,3.0,18.0,65,110,130,60,65,95,0.0,45,13.0,7.0,115,45,20,45,25,20,0.0
126,14.0,4.0,30,40,70,70,25,60,0.0,376,8.0,12.0,40,40,55,40,70,55,0.0
413,10.0,12.0,80,135,130,95,90,70,1.0,279,12.0,12.0,80,120,70,110,70,80,0.0
613,17.0,16.0,60,82,45,45,45,74,0.0,644,9.0,17.0,36,50,50,65,60,44,0.0
530,17.0,2.0,45,100,135,65,135,45,1.0,678,6.0,12.0,50,40,85,40,65,25,0.0
321,16.0,16.0,72,60,30,20,30,25,0.0,551,12.0,12.0,100,100,100,100,100,100,0.0
139,17.0,12.0,75,100,95,40,70,110,0.0,150,11.0,7.0,35,40,100,90,55,35,1.0
491,13.0,1.0,50,92,108,92,108,35,0.0,512,10.0,7.0,90,132,105,132,105,30,0.0
378,8.0,12.0,66,41,77,61,87,23,0.0,152,6.0,7.0,30,80,90,55,45,55,1.0
565,14.0,12.0,60,85,69,60,69,77,0.0,455,17.0,12.0,97,165,60,65,50,58,0.0
111,12.0,12.0,60,40,80,60,45,40,0.0,320,16.0,4.0,104,91,63,91,73,68,0.0
305,12.0,12.0,38,35,35,65,55,50,0.0,265,9.0,12.0,100,75,115,90,115,85,0.0
539,9.0,12.0,80,105,105,105,105,80,1.0,269,6.0,5.0,100,164,150,95,120,71,0.0
620,12.0,12.0,70,95,125,65,75,45,0.0,617,13.0,12.0,105,30,105,140,105,55,0.0
475,15.0,12.0,55,66,44,44,56,85,0.0,513,11.0,10.0,70,120,65,45,85,125,0.0
453,0.0,7.0,60,70,65,125,105,90,0.0,581,5.0,12.0,80,115,80,65,55,93,0.0
61,6.0,12.0,80,82,78,95,80,85,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
531,6.0,17.0,70,80,70,80,70,110,1.0,313,12.0,4.0,80,80,80,55,55,90,0.0
400,2.0,7.0,90,60,70,75,70,45,0.0,401,16.0,15.0,110,80,90,95,90,65,0.0
186,3.0,12.0,125,58,58,76,76,67,0.0,715,12.0,7.0,91,72,90,129,90,108,0.0
119,12.0,12.0,65,90,120,85,70,60,0.0,380,8.0,12.0,45,95,50,40,50,75,0.0
79,6.0,12.0,40,40,35,50,100,70,0.0,155,2.0,7.0,80,135,85,70,95,150,0.0
51,0.0,14.0,75,80,85,110,90,50,0.0,463,8.0,7.0,30,30,42,30,42,70,0.0
367,10.0,15.0,75,110,110,110,105,80,0.0,89,17.0,11.0,25,35,70,95,55,45,0.0
194,17.0,12.0,55,40,40,65,45,35,0.0,450,0.0,17.0,60,85,49,60,49,60,0.0
17,0.0,14.0,40,35,30,20,20,50,0.0,395,17.0,16.0,95,23,48,23,48,23,0.0
586,5.0,12.0,85,135,130,60,80,25,0.0,538,1.0,12.0,75,75,130,75,130,95,1.0
143,15.0,18.0,130,85,80,85,95,60,0.0,729,5.0,1.0,85,56,77,50,77,78,0.0
267,9.0,2.0,70,84,70,65,70,51,0.0,532,12.0,12.0,50,50,77,95,77,91,1.0
234,17.0,12.0,55,95,55,35,75,115,0.0,299,0.0,18.0,90,100,60,90,60,80,0.0
770,8.0,9.0,123,77,72,99,92,58,0.0,581,5.0,12.0,80,115,80,65,55,93,0.0
275,17.0,10.0,70,85,65,105,85,120,0.0,445,15.0,17.0,59,45,40,35,40,31,0.0
333,0.0,12.0,70,110,180,60,60,50,0.0,508,4.0,7.0,69,69,76,69,86,91,0.0
91,13.0,12.0,52,65,55,58,62,60,0.0,351,10.0,2.0,130,70,35,70,35,60,0.0
133,12.0,12.0,70,110,80,55,80,105,0.0,455,17.0,12.0,97,165,60,65,50,58,0.0
773,11.0,12.0,67,58,57,81,67,101,0.0,36,13.0,12.0,70,62,67,55,55,56,0.0
671,1.0,17.0,60,55,90,145,90,80,0.0,329,3.0,12.0,50,85,85,55,55,50,0.0
766,8.0,9.0,62,55,52,109,94,109,0.0,245,12.0,12.0,65,40,70,80,140,70,0.0
595,9.0,4.0,105,140,95,55,65,45,0.0,291,12.0,7.0,60,70,50,100,50,65,0.0
1,9.0,14.0,45,49,49,65,65,45,0.0,249,11.0,15.0,75,90,90,140,90,115,0.0
215,10.0,7.0,95,75,80,100,110,30,0.0,125,17.0,15.0,105,125,100,60,100,100,0.0
286,17.0,9.0,70,90,70,60,60,70,0.0,350,10.0,12.0,70,140,70,110,65,105,0.0
449,0.0,10.0,45,65,34,40,34,45,0.0,260,15.0,1.0,45,75,37,70,55,83,0.0
258,15.0,10.0,45,30,15,85,65,65,0.0,564,14.0,12.0,45,55,39,35,39,42,0.0
177,17.0,3.0,85,76,64,45,55,90,0.0,644,9.0,17.0,36,50,50,65,60,44,0.0
310,12.0,12.0,60,40,60,40,60,35,0.0,437,0.0,12.0,64,78,52,78,52,81,0.0
18,0.0,14.0,45,25,50,25,25,35,0.0,436,0.0,12.0,44,58,44,58,44,61,0.0
251,6.0,12.0,90,60,60,40,40,40,0.0,261,14.0,7.0,95,80,105,40,70,100,1.0
791,,,40,30,35,45,40,55,,515,14.0,5.0,110,85,95,80,95,50,0.0
69,5.0,12.0,25,20,15,105,55,90,0.0,229,6.0,16.0,70,130,100,55,80,65,0.0
222,0.0,17.0,100,70,70,65,65,45,0.0,151,3.0,7.0,70,60,125,115,70,55,1.0
342,17.0,12.0,60,40,50,75,85,95,0.0,104,3.0,12.0,35,45,160,30,45,70,0.0
721,6.0,13.0,88,107,122,74,75,64,0.0,135,17.0,7.0,65,83,57,95,85,105,0.0
367,10.0,15.0,75,110,110,110,105,80,0.0,268,6.0,12.0,100,134,110,95,100,61,0.0
332,3.0,12.0,60,90,140,50,50,40,0.0,622,14.0,12.0,65,90,115,45,115,58,0.0
503,12.0,12.0,70,90,110,60,75,95,0.0,338,17.0,1.0,40,45,40,65,40,65,0.0
219,4.0,12.0,70,80,65,90,65,85,0.0,267,9.0,2.0,70,84,70,65,70,51,0.0
208,8.0,12.0,75,75,55,105,85,30,0.0,4,9.0,14.0,80,100,123,122,120,80,0.0
303,12.0,12.0,60,50,100,85,70,65,0.0,753,15.0,2.0,78,52,60,63,65,23,0.0
480,2.0,10.0,49,55,42,42,37,85,0.0,85,12.0,7.0,65,100,70,80,80,105,0.0
258,15.0,10.0,45,30,15,85,65,65,0.0,444,15.0,12.0,85,120,70,50,60,100,0.0
563,17.0,12.0,95,100,85,108,70,70,0.0,455,17.0,12.0,97,165,60,65,50,58,0.0
137,17.0,11.0,65,125,100,55,70,85,0.0,526,14.0,12.0,85,80,70,135,75,90,1.0
520,3.0,8.0,85,50,95,120,115,80,0.0,47,9.0,14.0,40,45,35,30,40,55,0.0
691,3.0,7.0,70,55,75,45,65,60,1.0,549,17.0,12.0,100,100,100,100,100,100,0.0
581,5.0,12.0,80,115,80,65,55,93,0.0,277,1.0,12.0,45,60,40,70,50,45,0.0
276,1.0,12.0,70,110,75,145,85,145,0.0,768,8.0,9.0,82,121,119,69,59,71,0.0
472,13.0,1.0,75,100,66,60,66,115,0.0,726,9.0,12.0,54,63,52,83,56,97,0.0
451,0.0,7.0,80,120,79,95,79,70,0.0,309,12.0,12.0,70,60,62,80,82,60,0.0
735,16.0,8.0,80,52,50,90,50,89,0.0,174,0.0,7.0,65,80,80,59,63,58,0.0
637,0.0,17.0,60,45,70,75,85,55,0.0,91,13.0,12.0,52,65,55,58,62,60,0.0
48,9.0,14.0,75,80,70,65,75,90,0.0,429,17.0,12.0,50,150,50,150,50,150,0.0
14,0.0,12.0,45,30,35,20,20,45,0.0,206,1.0,7.0,55,70,55,40,55,85,0.0
668,2.0,12.0,75,75,75,125,95,40,0.0,147,15.0,7.0,65,65,60,110,95,130,0.0
657,2.0,12.0,50,47,50,57,50,65,0.0,79,6.0,12.0,40,40,35,50,100,70,0.0
570,3.0,12.0,64,88,50,88,50,106,0.0,348,14.0,12.0,45,90,20,65,20,65,0.0
279,12.0,12.0,80,120,70,110,70,80,0.0,730,12.0,12.0,45,50,43,40,38,62,0.0
467,8.0,12.0,85,105,55,85,50,115,0.0,535,14.0,12.0,50,65,107,105,107,86,0.0
157,14.0,5.0,90,85,100,95,125,85,1.0,426,6.0,5.0,105,150,90,150,90,95,0.0
449,0.0,10.0,45,65,34,40,34,45,0.0,70,5.0,12.0,40,35,30,120,70,105,0.0
394,17.0,12.0,65,150,60,115,60,115,0.0,553,12.0,12.0,120,120,120,120,120,120,0.0
99,14.0,12.0,50,95,180,85,45,70,0.0,628,17.0,7.0,55,112,45,74,45,70,0.0
596,9.0,12.0,50,50,40,50,40,64,0.0,644,9.0,17.0,36,50,50,65,60,44,0.0
297,14.0,4.0,40,40,50,30,30,30,0.0,394,17.0,12.0,65,150,60,115,60,115,0.0
558,9.0,12.0,65,63,45,45,45,45,0.0,133,12.0,12.0,70,110,80,55,80,105,0.0
578,12.0,12.0,116,55,85,107,95,29,0.0,466,12.0,5.0,55,65,35,60,30,85,0.0
152,6.0,7.0,30,80,90,55,45,55,1.0,357,2.0,4.0,60,25,35,70,80,60,0.0
785,,,65,90,122,58,75,84,,93,17.0,11.0,60,110,70,60,60,100,0.0
